Campaign,Ad Group,Keyword,Criterion Type,Status
Show - Collect-A-Con Chicago Oct 2026,Collect-A-Con Chicago - Chicago Card Show,chicago card convention,Phrase,Enabled
Show - Collect-A-Con Chicago Oct 2026,Collect-A-Con Chicago - Chicago Card Show,card shows in illinois,Exact,Enabled
Show - Collect-A-Con Chicago Oct 2026,Collect-A-Con Chicago - Chicago Card Show,card shows in illinois,Phrase,Enabled
Show - Collect-A-Con Chicago Oct 2026,Collect-A-Con Chicago - Chicago Card Show,illinois card show 2026,Exact,Enabled
Show - Collect-A-Con Chicago Oct 2026,Collect-A-Con Chicago - Chicago Card Show,illinois card show 2026,Phrase,Enabled
Show - Collect-A-Con Chicago Oct 2026,Collect-A-Con Chicago - Chicago Card Show,chicago pokemon card show,Exact,Enabled
Show - Collect-A-Con Chicago Oct 2026,Collect-A-Con Chicago - Chicago Card Show,chicago pokemon card show,Phrase,Enabled
Show - Collect-A-Con Chicago Oct 2026,Collect-A-Con Chicago - Chicago Card Show,pokemon card show chicago,Exact,Enabled
Show - Collect-A-Con Chicago Oct 2026,Collect-A-Con Chicago - Chicago Card Show,pokemon card show chicago,Phrase,Enabled
Show - Collect-A-Con Chicago Oct 2026,Collect-A-Con Chicago - Chicago Card Show,chicago tcg show,Exact,Enabled
Show - Collect-A-Con Chicago Oct 2026,Collect-A-Con Chicago - Chicago Card Show,chicago tcg show,Phrase,Enabled
Show - Collect-A-Con Chicago Oct 2026,Collect-A-Con Chicago - Chicago Card Show,pokemon event chicago,Exact,Enabled
Show - Collect-A-Con Chicago Oct 2026,Collect-A-Con Chicago - Chicago Card Show,pokemon event chicago,Phrase,Enabled
Show - Collect-A-Con Chicago Oct 2026,Collect-A-Con Chicago - Venue,donald e stephens convention center card show,Exact,Enabled
Show - Collect-A-Con Chicago Oct 2026,Collect-A-Con Chicago - Venue,donald e stephens convention center card show,Phrase,Enabled
Show - Collect-A-Con Chicago Oct 2026,Collect-A-Con Chicago - Venue,donald e stephens convention center october 2026,Exact,Enabled
Show - Collect-A-Con Chicago Oct 2026,Collect-A-Con Chicago - Venue,donald e stephens convention center october 2026,Phrase,Enabled
Show - Collect-A-Con Chicago Oct 2026,Collect-A-Con Chicago - Venue,donald e stephens convention center events october,Exact,Enabled
Show - Collect-A-Con Chicago Oct 2026,Collect-A-Con Chicago - Venue,donald e stephens convention center events october,Phrase,Enabled
Show - Collect-A-Con Chicago Oct 2026,Collect-A-Con Chicago - Venue,what is at donald e stephens convention center this weekend,Exact,Enabled
Show - Collect-A-Con Chicago Oct 2026,Collect-A-Con Chicago - Venue,what is at donald e stephens convention center this weekend,Phrase,Enabled
Show - Dallas Card Show Oct 2026,Dallas Card Show - Show Name,dallas card show,Exact,Enabled
Show - Dallas Card Show Oct 2026,Dallas Card Show - Show Name,dallas card show,Phrase,Enabled
Show - Dallas Card Show Oct 2026,Dallas Card Show - Show Name,dallas card show 2026,Exact,Enabled
Show - Dallas Card Show Oct 2026,Dallas Card Show - Show Name,dallas card show 2026,Phrase,Enabled
Show - Dallas Card Show Oct 2026,Dallas Card Show - Show Name,dallas card show dallas,Exact,Enabled
Show - Dallas Card Show Oct 2026,Dallas Card Show - Show Name,dallas card show dallas,Phrase,Enabled
Show - Dallas Card Show Oct 2026,Dallas Card Show - Show Name,dallas card show card show,Exact,Enabled
Show - Dallas Card Show Oct 2026,Dallas Card Show - Show Name,dallas card show card show,Phrase,Enabled
Show - Dallas Card Show Oct 2026,Dallas Card Show - Show Name,dallas card show tickets,Exact,Enabled
Show - Dallas Card Show Oct 2026,Dallas Card Show - Show Name,dallas card show tickets,Phrase,Enabled
Show - Dallas Card Show Oct 2026,Dallas Card Show - Show Name,dallas card show dates,Exact,Enabled
Show - Dallas Card Show Oct 2026,Dallas Card Show - Show Name,dallas card show dates,Phrase,Enabled
Show - Dallas Card Show Oct 2026,Dallas Card Show - Show Name,dallas card show schedule,Exact,Enabled
Show - Dallas Card Show Oct 2026,Dallas Card Show - Show Name,dallas card show schedule,Phrase,Enabled
Show - Dallas Card Show Oct 2026,Dallas Card Show - Show Name,dallas card show hours,Exact,Enabled
Show - Dallas Card Show Oct 2026,Dallas Card Show - Show Name,dallas card show hours,Phrase,Enabled
Show - Dallas Card Show Oct 2026,Dallas Card Show - Show Name,dallas card show vendors,Exact,Enabled
Show - Dallas Card Show Oct 2026,Dallas Card Show - Show Name,dallas card show vendors,Phrase,Enabled
Show - Dallas Card Show Oct 2026,Dallas Card Show - Show Name,dallas card show october,Exact,Enabled
Show - Dallas Card Show Oct 2026,Dallas Card Show - Show Name,dallas card show october,Phrase,Enabled
Show - Dallas Card Show Oct 2026,Dallas Card Show - Dallas Card Show,card show dallas,Exact,Enabled
Show - Dallas Card Show Oct 2026,Dallas Card Show - Dallas Card Show,card show dallas,Phrase,Enabled
Show - Dallas Card Show Oct 2026,Dallas Card Show - Dallas Card Show,dallas card show,Exact,Enabled
Show - Dallas Card Show Oct 2026,Dallas Card Show - Dallas Card Show,dallas card show,Phrase,Enabled
Show - Dallas Card Show Oct 2026,Dallas Card Show - Dallas Card Show,dallas card show october,Exact,Enabled
Show - Dallas Card Show Oct 2026,Dallas Card Show - Dallas Card Show,dallas card show october,Phrase,Enabled
Show - Dallas Card Show Oct 2026,Dallas Card Show - Dallas Card Show,card show dallas this weekend,Exact,Enabled
Show - Dallas Card Show Oct 2026,Dallas Card Show - Dallas Card Show,card show dallas this weekend,Phrase,Enabled
Show - Dallas Card Show Oct 2026,Dallas Card Show - Dallas Card Show,card show near dallas,Exact,Enabled
Show - Dallas Card Show Oct 2026,Dallas Card Show - Dallas Card Show,card show near dallas,Phrase,Enabled
Show - Dallas Card Show Oct 2026,Dallas Card Show - Dallas Card Show,trading card show dallas,Exact,Enabled
Show - Dallas Card Show Oct 2026,Dallas Card Show - Dallas Card Show,trading card show dallas,Phrase,Enabled
Show - Dallas Card Show Oct 2026,Dallas Card Show - Dallas Card Show,dallas card convention,Exact,Enabled
Show - Dallas Card Show Oct 2026,Dallas Card Show - Dallas Card Show,dallas card convention,Phrase,Enabled
Show - Dallas Card Show Oct 2026,Dallas Card Show - Dallas Card Show,card shows in texas,Exact,Enabled
Show - Dallas Card Show Oct 2026,Dallas Card Show - Dallas Card Show,card shows in texas,Phrase,Enabled
Show - Dallas Card Show Oct 2026,Dallas Card Show - Dallas Card Show,texas card show 2026,Exact,Enabled
Show - Dallas Card Show Oct 2026,Dallas Card Show - Dallas Card Show,texas card show 2026,Phrase,Enabled
Show - Dallas Card Show Oct 2026,Dallas Card Show - Dallas Card Show,dallas sports card show,Exact,Enabled
Show - Dallas Card Show Oct 2026,Dallas Card Show - Dallas Card Show,dallas sports card show,Phrase,Enabled
Show - Dallas Card Show Oct 2026,Dallas Card Show - Dallas Card Show,sports card show dallas,Exact,Enabled
Show - Dallas Card Show Oct 2026,Dallas Card Show - Dallas Card Show,sports card show dallas,Phrase,Enabled
Show - Dallas Card Show Oct 2026,Dallas Card Show - Dallas Card Show,baseball card show dallas,Exact,Enabled
Show - Dallas Card Show Oct 2026,Dallas Card Show - Dallas Card Show,baseball card show dallas,Phrase,Enabled
Show - Dallas Card Show Oct 2026,Dallas Card Show - Dallas Card Show,football card show dallas,Exact,Enabled
Show - Dallas Card Show Oct 2026,Dallas Card Show - Dallas Card Show,football card show dallas,Phrase,Enabled
Show - Dallas Card Show Oct 2026,Dallas Card Show - Dallas Card Show,dallas pokemon card show,Exact,Enabled
Show - Dallas Card Show Oct 2026,Dallas Card Show - Dallas Card Show,dallas pokemon card show,Phrase,Enabled
Show - Dallas Card Show Oct 2026,Dallas Card Show - Dallas Card Show,pokemon card show dallas,Exact,Enabled
Show - Dallas Card Show Oct 2026,Dallas Card Show - Dallas Card Show,pokemon card show dallas,Phrase,Enabled
Show - Dallas Card Show Oct 2026,Dallas Card Show - Dallas Card Show,dallas tcg show,Exact,Enabled
Show - Dallas Card Show Oct 2026,Dallas Card Show - Dallas Card Show,dallas tcg show,Phrase,Enabled
Show - Dallas Card Show Oct 2026,Dallas Card Show - Dallas Card Show,pokemon event dallas,Exact,Enabled
Show - Dallas Card Show Oct 2026,Dallas Card Show - Dallas Card Show,pokemon event dallas,Phrase,Enabled
Show - Dallas Card Show Oct 2026,Dallas Card Show - Venue,marriott dallas allen hotel card show,Exact,Enabled
Show - Dallas Card Show Oct 2026,Dallas Card Show - Venue,marriott dallas allen hotel card show,Phrase,Enabled
Show - Dallas Card Show Oct 2026,Dallas Card Show - Venue,marriott dallas allen hotel october 2026,Exact,Enabled
Show - Dallas Card Show Oct 2026,Dallas Card Show - Venue,marriott dallas allen hotel october 2026,Phrase,Enabled
Show - Dallas Card Show Oct 2026,Dallas Card Show - Venue,marriott dallas allen hotel events october,Exact,Enabled
Show - Dallas Card Show Oct 2026,Dallas Card Show - Venue,marriott dallas allen hotel events october,Phrase,Enabled
Show - Dallas Card Show Oct 2026,Dallas Card Show - Venue,what is at marriott dallas allen hotel this weekend,Exact,Enabled
Show - Dallas Card Show Oct 2026,Dallas Card Show - Venue,what is at marriott dallas allen hotel this weekend,Phrase,Enabled
Show - Chantilly Show Oct 2026,Chantilly Show - Show Name,csa chantilly show,Exact,Enabled
Show - Chantilly Show Oct 2026,Chantilly Show - Show Name,csa chantilly show,Phrase,Enabled
Show - Chantilly Show Oct 2026,Chantilly Show - Show Name,chantilly show,Exact,Enabled
Show - Chantilly Show Oct 2026,Chantilly Show - Show Name,chantilly show,Phrase,Enabled
Show - Chantilly Show Oct 2026,Chantilly Show - Show Name,chantilly show 2026,Exact,Enabled
Show - Chantilly Show Oct 2026,Chantilly Show - Show Name,chantilly show 2026,Phrase,Enabled
Show - Chantilly Show Oct 2026,Chantilly Show - Show Name,chantilly show washington dc,Exact,Enabled
Show - Chantilly Show Oct 2026,Chantilly Show - Show Name,chantilly show washington dc,Phrase,Enabled
Show - Chantilly Show Oct 2026,Chantilly Show - Show Name,chantilly show card show,Exact,Enabled
Show - Chantilly Show Oct 2026,Chantilly Show - Show Name,chantilly show card show,Phrase,Enabled
Show - Chantilly Show Oct 2026,Chantilly Show - Show Name,chantilly show tickets,Exact,Enabled
Show - Chantilly Show Oct 2026,Chantilly Show - Show Name,chantilly show tickets,Phrase,Enabled
Show - Chantilly Show Oct 2026,Chantilly Show - Show Name,chantilly show dates,Exact,Enabled
Show - Chantilly Show Oct 2026,Chantilly Show - Show Name,chantilly show dates,Phrase,Enabled
Show - Chantilly Show Oct 2026,Chantilly Show - Show Name,chantilly show schedule,Exact,Enabled
Show - Chantilly Show Oct 2026,Chantilly Show - Show Name,chantilly show schedule,Phrase,Enabled
Show - Chantilly Show Oct 2026,Chantilly Show - Show Name,chantilly show hours,Exact,Enabled
Show - Chantilly Show Oct 2026,Chantilly Show - Show Name,chantilly show hours,Phrase,Enabled
Show - Chantilly Show Oct 2026,Chantilly Show - Show Name,chantilly show vendors,Exact,Enabled
Show - Chantilly Show Oct 2026,Chantilly Show - Show Name,chantilly show vendors,Phrase,Enabled
Show - Chantilly Show Oct 2026,Chantilly Show - Show Name,chantilly show october,Exact,Enabled
Show - Chantilly Show Oct 2026,Chantilly Show - Show Name,chantilly show october,Phrase,Enabled
Show - Chantilly Show Oct 2026,Chantilly Show - Washington DC Card Show,card show washington dc,Exact,Enabled
Show - Chantilly Show Oct 2026,Chantilly Show - Washington DC Card Show,card show washington dc,Phrase,Enabled
Show - Chantilly Show Oct 2026,Chantilly Show - Washington DC Card Show,washington dc card show,Exact,Enabled
Show - Chantilly Show Oct 2026,Chantilly Show - Washington DC Card Show,washington dc card show,Phrase,Enabled
Show - Chantilly Show Oct 2026,Chantilly Show - Washington DC Card Show,washington dc card show october,Exact,Enabled
Show - Chantilly Show Oct 2026,Chantilly Show - Washington DC Card Show,washington dc card show october,Phrase,Enabled
Show - Chantilly Show Oct 2026,Chantilly Show - Washington DC Card Show,card show washington dc this weekend,Exact,Enabled
Show - Chantilly Show Oct 2026,Chantilly Show - Washington DC Card Show,card show washington dc this weekend,Phrase,Enabled
Show - Chantilly Show Oct 2026,Chantilly Show - Washington DC Card Show,card show near washington dc,Exact,Enabled
Show - Chantilly Show Oct 2026,Chantilly Show - Washington DC Card Show,card show near washington dc,Phrase,Enabled
Show - Chantilly Show Oct 2026,Chantilly Show - Washington DC Card Show,trading card show washington dc,Exact,Enabled
Show - Chantilly Show Oct 2026,Chantilly Show - Washington DC Card Show,trading card show washington dc,Phrase,Enabled
Show - Chantilly Show Oct 2026,Chantilly Show - Washington DC Card Show,washington dc card convention,Exact,Enabled
Show - Chantilly Show Oct 2026,Chantilly Show - Washington DC Card Show,washington dc card convention,Phrase,Enabled
Show - Chantilly Show Oct 2026,Chantilly Show - Washington DC Card Show,card shows in virginia,Exact,Enabled
Show - Chantilly Show Oct 2026,Chantilly Show - Washington DC Card Show,card shows in virginia,Phrase,Enabled
Show - Chantilly Show Oct 2026,Chantilly Show - Washington DC Card Show,virginia card show 2026,Exact,Enabled
Show - Chantilly Show Oct 2026,Chantilly Show - Washington DC Card Show,virginia card show 2026,Phrase,Enabled
Show - Chantilly Show Oct 2026,Chantilly Show - Washington DC Card Show,washington dc sports card show,Exact,Enabled
Show - Chantilly Show Oct 2026,Chantilly Show - Washington DC Card Show,washington dc sports card show,Phrase,Enabled
Show - Chantilly Show Oct 2026,Chantilly Show - Washington DC Card Show,sports card show washington dc,Exact,Enabled
Show - Chantilly Show Oct 2026,Chantilly Show - Washington DC Card Show,sports card show washington dc,Phrase,Enabled
Show - Chantilly Show Oct 2026,Chantilly Show - Washington DC Card Show,baseball card show washington dc,Exact,Enabled
Show - Chantilly Show Oct 2026,Chantilly Show - Washington DC Card Show,baseball card show washington dc,Phrase,Enabled
Show - Chantilly Show Oct 2026,Chantilly Show - Washington DC Card Show,football card show washington dc,Exact,Enabled
Show - Chantilly Show Oct 2026,Chantilly Show - Washington DC Card Show,football card show washington dc,Phrase,Enabled
Show - Chantilly Show Oct 2026,Chantilly Show - Venue,dulles expo center card show,Exact,Enabled
Show - Chantilly Show Oct 2026,Chantilly Show - Venue,dulles expo center card show,Phrase,Enabled
Show - Chantilly Show Oct 2026,Chantilly Show - Venue,dulles expo center october 2026,Exact,Enabled
Show - Chantilly Show Oct 2026,Chantilly Show - Venue,dulles expo center october 2026,Phrase,Enabled
Show - Chantilly Show Oct 2026,Chantilly Show - Venue,dulles expo center events october,Exact,Enabled
Show - Chantilly Show Oct 2026,Chantilly Show - Venue,dulles expo center events october,Phrase,Enabled
Show - Chantilly Show Oct 2026,Chantilly Show - Venue,what is at dulles expo center this weekend,Exact,Enabled
Show - Chantilly Show Oct 2026,Chantilly Show - Venue,what is at dulles expo center this weekend,Phrase,Enabled
Show - Northeast Card Expo Portland Oct 2026,Northeast Card Expo - Show Name,northeast sports card expo,Exact,Enabled
Show - Northeast Card Expo Portland Oct 2026,Northeast Card Expo - Show Name,northeast sports card expo,Phrase,Enabled
Show - Northeast Card Expo Portland Oct 2026,Northeast Card Expo - Show Name,northeast card expo,Exact,Enabled
Show - Northeast Card Expo Portland Oct 2026,Northeast Card Expo - Show Name,northeast card expo,Phrase,Enabled
Show - Northeast Card Expo Portland Oct 2026,Northeast Card Expo - Show Name,northeast card expo 2026,Exact,Enabled
Show - Northeast Card Expo Portland Oct 2026,Northeast Card Expo - Show Name,northeast card expo 2026,Phrase,Enabled
Show - Northeast Card Expo Portland Oct 2026,Northeast Card Expo - Show Name,northeast card expo portland,Exact,Enabled
Show - Northeast Card Expo Portland Oct 2026,Northeast Card Expo - Show Name,northeast card expo portland,Phrase,Enabled
Show - Northeast Card Expo Portland Oct 2026,Northeast Card Expo - Show Name,northeast card expo card show,Exact,Enabled
Show - Northeast Card Expo Portland Oct 2026,Northeast Card Expo - Show Name,northeast card expo card show,Phrase,Enabled
Show - Northeast Card Expo Portland Oct 2026,Northeast Card Expo - Show Name,northeast card expo tickets,Exact,Enabled
Show - Northeast Card Expo Portland Oct 2026,Northeast Card Expo - Show Name,northeast card expo tickets,Phrase,Enabled
Show - Northeast Card Expo Portland Oct 2026,Northeast Card Expo - Show Name,northeast card expo dates,Exact,Enabled
Show - Northeast Card Expo Portland Oct 2026,Northeast Card Expo - Show Name,northeast card expo dates,Phrase,Enabled
Show - Northeast Card Expo Portland Oct 2026,Northeast Card Expo - Show Name,northeast card expo schedule,Exact,Enabled
Show - Northeast Card Expo Portland Oct 2026,Northeast Card Expo - Show Name,northeast card expo schedule,Phrase,Enabled
Show - Northeast Card Expo Portland Oct 2026,Northeast Card Expo - Show Name,northeast card expo hours,Exact,Enabled
Show - Northeast Card Expo Portland Oct 2026,Northeast Card Expo - Show Name,northeast card expo hours,Phrase,Enabled
Show - Northeast Card Expo Portland Oct 2026,Northeast Card Expo - Show Name,northeast card expo vendors,Exact,Enabled
Show - Northeast Card Expo Portland Oct 2026,Northeast Card Expo - Show Name,northeast card expo vendors,Phrase,Enabled
Show - Northeast Card Expo Portland Oct 2026,Northeast Card Expo - Show Name,northeast card expo october,Exact,Enabled
Show - Northeast Card Expo Portland Oct 2026,Northeast Card Expo - Show Name,northeast card expo october,Phrase,Enabled
Show - Northeast Card Expo Portland Oct 2026,Northeast Card Expo - Portland Card Show,card show portland,Exact,Enabled
Show - Northeast Card Expo Portland Oct 2026,Northeast Card Expo - Portland Card Show,card show portland,Phrase,Enabled
Show - Northeast Card Expo Portland Oct 2026,Northeast Card Expo - Portland Card Show,portland card show,Exact,Enabled
Show - Northeast Card Expo Portland Oct 2026,Northeast Card Expo - Portland Card Show,portland card show,Phrase,Enabled
Show - Northeast Card Expo Portland Oct 2026,Northeast Card Expo - Portland Card Show,portland card show october,Exact,Enabled
Show - Northeast Card Expo Portland Oct 2026,Northeast Card Expo - Portland Card Show,portland card show october,Phrase,Enabled
Show - Northeast Card Expo Portland Oct 2026,Northeast Card Expo - Portland Card Show,card show portland this weekend,Exact,Enabled
Show - Northeast Card Expo Portland Oct 2026,Northeast Card Expo - Portland Card Show,card show portland this weekend,Phrase,Enabled
Show - Northeast Card Expo Portland Oct 2026,Northeast Card Expo - Portland Card Show,card show near portland,Exact,Enabled
Show - Northeast Card Expo Portland Oct 2026,Northeast Card Expo - Portland Card Show,card show near portland,Phrase,Enabled
Show - Northeast Card Expo Portland Oct 2026,Northeast Card Expo - Portland Card Show,trading card show portland,Exact,Enabled
Show - Northeast Card Expo Portland Oct 2026,Northeast Card Expo - Portland Card Show,trading card show portland,Phrase,Enabled
Show - Northeast Card Expo Portland Oct 2026,Northeast Card Expo - Portland Card Show,portland card convention,Exact,Enabled
Show - Northeast Card Expo Portland Oct 2026,Northeast Card Expo - Portland Card Show,portland card convention,Phrase,Enabled
Show - Northeast Card Expo Portland Oct 2026,Northeast Card Expo - Portland Card Show,card shows in maine,Exact,Enabled
Show - Northeast Card Expo Portland Oct 2026,Northeast Card Expo - Portland Card Show,card shows in maine,Phrase,Enabled
Show - Northeast Card Expo Portland Oct 2026,Northeast Card Expo - Portland Card Show,maine card show 2026,Exact,Enabled
Show - Northeast Card Expo Portland Oct 2026,Northeast Card Expo - Portland Card Show,maine card show 2026,Phrase,Enabled
Show - Northeast Card Expo Portland Oct 2026,Northeast Card Expo - Portland Card Show,portland sports card show,Exact,Enabled
Show - Northeast Card Expo Portland Oct 2026,Northeast Card Expo - Portland Card Show,portland sports card show,Phrase,Enabled
Show - Northeast Card Expo Portland Oct 2026,Northeast Card Expo - Portland Card Show,sports card show portland,Exact,Enabled
Show - Northeast Card Expo Portland Oct 2026,Northeast Card Expo - Portland Card Show,sports card show portland,Phrase,Enabled
Show - Northeast Card Expo Portland Oct 2026,Northeast Card Expo - Portland Card Show,baseball card show portland,Exact,Enabled
Show - Northeast Card Expo Portland Oct 2026,Northeast Card Expo - Portland Card Show,baseball card show portland,Phrase,Enabled
Show - Northeast Card Expo Portland Oct 2026,Northeast Card Expo - Portland Card Show,football card show portland,Exact,Enabled
Show - Northeast Card Expo Portland Oct 2026,Northeast Card Expo - Portland Card Show,football card show portland,Phrase,Enabled
Show - Northeast Card Expo Portland Oct 2026,Northeast Card Expo - Venue,portland expo building card show,Exact,Enabled
Show - Northeast Card Expo Portland Oct 2026,Northeast Card Expo - Venue,portland expo building card show,Phrase,Enabled
Show - Northeast Card Expo Portland Oct 2026,Northeast Card Expo - Venue,portland expo building october 2026,Exact,Enabled
Show - Northeast Card Expo Portland Oct 2026,Northeast Card Expo - Venue,portland expo building october 2026,Phrase,Enabled
Show - Northeast Card Expo Portland Oct 2026,Northeast Card Expo - Venue,portland expo building events october,Exact,Enabled
Show - Northeast Card Expo Portland Oct 2026,Northeast Card Expo - Venue,portland expo building events october,Phrase,Enabled
Show - Northeast Card Expo Portland Oct 2026,Northeast Card Expo - Venue,what is at portland expo building this weekend,Exact,Enabled
Show - Northeast Card Expo Portland Oct 2026,Northeast Card Expo - Venue,what is at portland expo building this weekend,Phrase,Enabled
Show - Fall Classic Long Island Oct 2026,Fall Classic - Show Name,lucky's hofstra fall classic,Exact,Enabled
Show - Fall Classic Long Island Oct 2026,Fall Classic - Show Name,lucky's hofstra fall classic,Phrase,Enabled
Show - Fall Classic Long Island Oct 2026,Fall Classic - Show Name,fall classic,Exact,Enabled
Show - Fall Classic Long Island Oct 2026,Fall Classic - Show Name,fall classic,Phrase,Enabled
Show - Fall Classic Long Island Oct 2026,Fall Classic - Show Name,fall classic 2026,Exact,Enabled
Show - Fall Classic Long Island Oct 2026,Fall Classic - Show Name,fall classic 2026,Phrase,Enabled
Show - Fall Classic Long Island Oct 2026,Fall Classic - Show Name,fall classic long island,Exact,Enabled
Show - Fall Classic Long Island Oct 2026,Fall Classic - Show Name,fall classic long island,Phrase,Enabled
Show - Fall Classic Long Island Oct 2026,Fall Classic - Show Name,fall classic card show,Exact,Enabled
Show - Fall Classic Long Island Oct 2026,Fall Classic - Show Name,fall classic card show,Phrase,Enabled
Show - Fall Classic Long Island Oct 2026,Fall Classic - Show Name,fall classic tickets,Exact,Enabled
Show - Fall Classic Long Island Oct 2026,Fall Classic - Show Name,fall classic tickets,Phrase,Enabled
Show - Fall Classic Long Island Oct 2026,Fall Classic - Show Name,fall classic dates,Exact,Enabled
Show - Fall Classic Long Island Oct 2026,Fall Classic - Show Name,fall classic dates,Phrase,Enabled
Show - Fall Classic Long Island Oct 2026,Fall Classic - Show Name,fall classic schedule,Exact,Enabled
Show - Fall Classic Long Island Oct 2026,Fall Classic - Show Name,fall classic schedule,Phrase,Enabled
Show - Fall Classic Long Island Oct 2026,Fall Classic - Show Name,fall classic hours,Exact,Enabled
Show - Fall Classic Long Island Oct 2026,Fall Classic - Show Name,fall classic hours,Phrase,Enabled
Show - Fall Classic Long Island Oct 2026,Fall Classic - Show Name,fall classic vendors,Exact,Enabled
Show - Fall Classic Long Island Oct 2026,Fall Classic - Show Name,fall classic vendors,Phrase,Enabled
Show - Fall Classic Long Island Oct 2026,Fall Classic - Show Name,fall classic october,Exact,Enabled
Show - Fall Classic Long Island Oct 2026,Fall Classic - Show Name,fall classic october,Phrase,Enabled
Show - Fall Classic Long Island Oct 2026,Fall Classic - Long Island Card Show,card show long island,Exact,Enabled
Show - Fall Classic Long Island Oct 2026,Fall Classic - Long Island Card Show,card show long island,Phrase,Enabled
Show - Fall Classic Long Island Oct 2026,Fall Classic - Long Island Card Show,long island card show,Exact,Enabled
Show - Fall Classic Long Island Oct 2026,Fall Classic - Long Island Card Show,long island card show,Phrase,Enabled
Show - Fall Classic Long Island Oct 2026,Fall Classic - Long Island Card Show,long island card show october,Exact,Enabled
Show - Fall Classic Long Island Oct 2026,Fall Classic - Long Island Card Show,long island card show october,Phrase,Enabled
Show - Fall Classic Long Island Oct 2026,Fall Classic - Long Island Card Show,card show long island this weekend,Exact,Enabled
Show - Fall Classic Long Island Oct 2026,Fall Classic - Long Island Card Show,card show long island this weekend,Phrase,Enabled
Show - Fall Classic Long Island Oct 2026,Fall Classic - Long Island Card Show,card show near long island,Exact,Enabled
Show - Fall Classic Long Island Oct 2026,Fall Classic - Long Island Card Show,card show near long island,Phrase,Enabled
Show - Fall Classic Long Island Oct 2026,Fall Classic - Long Island Card Show,trading card show long island,Exact,Enabled
Show - Fall Classic Long Island Oct 2026,Fall Classic - Long Island Card Show,trading card show long island,Phrase,Enabled
Show - Fall Classic Long Island Oct 2026,Fall Classic - Long Island Card Show,long island card convention,Exact,Enabled
Show - Fall Classic Long Island Oct 2026,Fall Classic - Long Island Card Show,long island card convention,Phrase,Enabled
Show - Fall Classic Long Island Oct 2026,Fall Classic - Long Island Card Show,card shows in new york,Exact,Enabled
Show - Fall Classic Long Island Oct 2026,Fall Classic - Long Island Card Show,card shows in new york,Phrase,Enabled
Show - Fall Classic Long Island Oct 2026,Fall Classic - Long Island Card Show,new york card show 2026,Exact,Enabled
Show - Fall Classic Long Island Oct 2026,Fall Classic - Long Island Card Show,new york card show 2026,Phrase,Enabled
Show - Fall Classic Long Island Oct 2026,Fall Classic - Long Island Card Show,long island sports card show,Exact,Enabled
Show - Fall Classic Long Island Oct 2026,Fall Classic - Long Island Card Show,long island sports card show,Phrase,Enabled
Show - Fall Classic Long Island Oct 2026,Fall Classic - Long Island Card Show,sports card show long island,Exact,Enabled
Show - Fall Classic Long Island Oct 2026,Fall Classic - Long Island Card Show,sports card show long island,Phrase,Enabled
Show - Fall Classic Long Island Oct 2026,Fall Classic - Long Island Card Show,baseball card show long island,Exact,Enabled
Show - Fall Classic Long Island Oct 2026,Fall Classic - Long Island Card Show,baseball card show long island,Phrase,Enabled
Show - Fall Classic Long Island Oct 2026,Fall Classic - Long Island Card Show,football card show long island,Exact,Enabled
Show - Fall Classic Long Island Oct 2026,Fall Classic - Long Island Card Show,football card show long island,Phrase,Enabled
Show - Fall Classic Long Island Oct 2026,Fall Classic - Venue,hofstra university card show,Exact,Enabled
Show - Fall Classic Long Island Oct 2026,Fall Classic - Venue,hofstra university card show,Phrase,Enabled
Show - Fall Classic Long Island Oct 2026,Fall Classic - Venue,hofstra university october 2026,Exact,Enabled
Show - Fall Classic Long Island Oct 2026,Fall Classic - Venue,hofstra university october 2026,Phrase,Enabled
Show - Fall Classic Long Island Oct 2026,Fall Classic - Venue,hofstra university events october,Exact,Enabled
Show - Fall Classic Long Island Oct 2026,Fall Classic - Venue,hofstra university events october,Phrase,Enabled
Show - Fall Classic Long Island Oct 2026,Fall Classic - Venue,what is at hofstra university this weekend,Exact,Enabled
Show - Fall Classic Long Island Oct 2026,Fall Classic - Venue,what is at hofstra university this weekend,Phrase,Enabled
Show - Philly Non-Sports Philadelphia Oct 2026,Philly Non-Sports - Show Name,philly non-sports card show,Exact,Enabled
Show - Philly Non-Sports Philadelphia Oct 2026,Philly Non-Sports - Show Name,philly non-sports card show,Phrase,Enabled
Show - Philly Non-Sports Philadelphia Oct 2026,Philly Non-Sports - Show Name,philly non-sports,Exact,Enabled
Show - Philly Non-Sports Philadelphia Oct 2026,Philly Non-Sports - Show Name,philly non-sports,Phrase,Enabled
Show - Philly Non-Sports Philadelphia Oct 2026,Philly Non-Sports - Show Name,philly non-sports 2026,Exact,Enabled
Show - Philly Non-Sports Philadelphia Oct 2026,Philly Non-Sports - Show Name,philly non-sports 2026,Phrase,Enabled
Show - Philly Non-Sports Philadelphia Oct 2026,Philly Non-Sports - Show Name,philly non-sports philadelphia,Exact,Enabled
Show - Philly Non-Sports Philadelphia Oct 2026,Philly Non-Sports - Show Name,philly non-sports philadelphia,Phrase,Enabled
Show - Philly Non-Sports Philadelphia Oct 2026,Philly Non-Sports - Show Name,philly non-sports card show,Exact,Enabled
Show - Philly Non-Sports Philadelphia Oct 2026,Philly Non-Sports - Show Name,philly non-sports card show,Phrase,Enabled
